filename,real intercept
40mMCoCl2_M02_R1_FKS50_20250424_C01.mpt,1.047882930115697
40mMCoCl2_M01_R1_FKS50_20250424_C01.mpt,1.0251094133381078
40mMCoCl2_M03_R1_FKS50_20250424_C01.mpt,1.0183345434674833
40mMCoCl2_M02_R2_FKS50_20250424_C01.mpt,1.1159089474356365
40mMCoCl2_M01_R2_FKS50_20250424_C01.mpt,1.0903433701617804
40mMCoCl2_M03_R2_FKS50_20250424_C01.mpt,1.1549228912490066
40mMCoCl2_M02_R3_FKS50_20250424_C01.mpt,1.1591759381617108
40mMCoCl2_M03_R3_FKS50_20250424_C01.mpt,1.3859443462129037
40mMCoCl2_M01_R3_FKS50_20250424_C01.mpt,1.0974008278921241
